"","nodes","id","username","name","description","created_at","verified","follower_count","indegree","outdegree","degree"
"383",383,"204971423","NicholasVlasin","Nicholas Vlasin","Comms Pro @UMKC | Recovering #amnewser | @stambrose alum | #GoPats #RockChalk #GoBees | RT 🚫 Endorsements","2010-10-19T21:49:50.000Z",FALSE,1598,0,1,1
"384",384,"347382409","TheGrantOShow","Grant Ordoyne","Coordinator of @NichollsUGS | Follower of Christ | Proud @AlumniNicholls | M.Ed. | Frontonasal Dysplasia Advocate | @thibodauxmainst @thibchamber @kofc @kiwanis","2011-08-02T18:23:52.000Z",FALSE,1904,0,1,1
"385",385,"964670661229711360","NichollsUGS","Nicholls State University Graduate Studies","Graduate Studies at Nicholls was established to provide opportunities for improving professional competency through advanced study and scholarly research.","2018-02-17T01:19:43.000Z",FALSE,710,1,0,1
"386",386,"1042034847093612551","CharlotteERosen","Charlotte E. Rosen","asst. editor @publicbooks; historian; writer; buttercream enthusiast; abolition now! she/her","2018-09-18T12:57:22.000Z",FALSE,5372,0,2,2
"387",387,"1677095403961843712","cac072948410010","ca c","Mathematician and Economist","2023-07-06T23:21:59.000Z",FALSE,179,0,1,1
"388",388,"1362355909931003904","Jelagatfaye","Faith J","","2021-02-18T10:59:25.000Z",FALSE,10,0,1,1
"389",389,"714434092914380804","dannykandie","Daniel Kandie","MBChB, UoN |
Old Yorkist |
INFJ","2016-03-28T12:48:56.000Z",FALSE,50,0,1,1
"390",390,"100857819","4pal3stine","FREE PALESTINE/ SUDAN/ CONGO","anti imperialist/ fascist/ apartheid. #fuckisrahell","2009-12-31T22:45:12.000Z",FALSE,1264,0,2,2
"391",391,"3829445897","iamramyaambi","Ramya Ambikapathi, PhD","Nutrition Epidemiologist #UMBC #Hopkins #HarvardChan #Purdue #CALS - https://t.co/OhQEDVdWCq","2015-10-01T02:12:22.000Z",FALSE,686,0,2,2
"392",392,"1339083668258746368","HealthProfKE","Kenya HealthCare Professionals 🇰🇪","HealthCare Professionals Under One Roof","2020-12-16T05:43:40.000Z",FALSE,5008,0,1,1
"393",393,"976337904065826816","boywafifa","TomCastle❤","Dr. Tom😊
I live a life of God's favour💕.
GOD IS LOVE💙.","2018-03-21T06:01:10.000Z",FALSE,2585,0,1,1
"394",394,"4747729125","SogotiY","Dr. Sogoti Yatich","Medical Doctor | Philosopher | Open mind!","2016-01-08T20:41:54.000Z",FALSE,2667,0,1,1
"395",395,"1543260133286879232","Strange00578289","Stranger","","2022-07-02T15:48:00.000Z",FALSE,4,0,1,1
"396",396,"1449381458414653443","PhilipO17508724","Dr .phill","","2021-10-16T14:27:40.000Z",FALSE,12,0,1,1
"397",397,"1054291169587445760","Collinskips12","kipkemboi Collins","BScN(UoN),RN🇰🇪","2018-10-22T08:39:37.000Z",FALSE,143,0,1,1
"398",398,"4357990876","Aminabonareri","Dr. Amina 💙","Medical doctor💉💊|
Sometimes I'm picasso 😅👩🏾‍🎨|
Tea over coffee 😌","2015-12-03T05:06:20.000Z",FALSE,552,0,1,1
"399",399,"1468257724865654784","iGiboree","Gibore","Tech Vibes & Inshallah","2021-12-07T16:35:05.000Z",FALSE,10920,0,1,1
"400",400,"1029320637628776448","JavanJess","BEAST ☠JESS🐐","NEXT GENERATIONS/:/(nanotunes)/:/","2018-08-14T10:55:38.000Z",FALSE,1331,0,1,1
"401",401,"1704079925597147136","BScNMU","BScN","","2023-09-19T10:28:34.000Z",FALSE,17,0,1,1
"402",402,"1101197339107229697","SamuelKiongo_","Samuel Kiongo","Special Reports & Investigative Journalist.
Success & Good Will |. What's Your Method?
Wikipedian.","2019-02-28T19:07:59.000Z",FALSE,297,0,1,1
"403",403,"1685381149982666752","alboqortoo6858","Dr Guled Alboqortooyo","","2023-07-29T20:06:30.000Z",FALSE,40,0,1,1
"404",404,"1005356644803534848","Kivutss","Thot gpt🌊","Somewhere between stealing sugar packets from coffee shops and becoming a world renowned pharmacist.🌈","2018-06-09T07:51:17.000Z",FALSE,5317,0,1,1
"405",405,"913254793740775424","ismailally_2030","Ismailally","MEDICAL STUDENT ||Value humanity ||Simplicity is the code || RESEARCH ENTHUSIAST || Chess ♟️||","2017-09-28T04:11:25.000Z",FALSE,230,0,1,1
"406",406,"1414893384196558850","kiprop_brian1","Kiprop Brian","Pharmacy•|Freedom•|Choice•|Control•|","2021-07-13T10:24:20.000Z",FALSE,744,0,1,1
"407",407,"906106867956502530","muchira_wanjiku","Muchira Wanjiku","Counseling psychologist, mental health advocate and mental health champion.  facilitator and moderator on mental health! bookings@ muchirasharon98@gmail.com","2017-09-08T10:48:06.000Z",FALSE,505,0,1,1
"408",408,"1759812607932805121","BuretoMerc66478","Bureto Mercy","","2024-02-20T05:30:12.000Z",FALSE,5,0,1,1
"409",409,"1125715769919197184","evaline_njoki","Evaline Njoki","I'm a Princess because my Father is the King!!🤩🤩🤩","2019-05-07T10:55:29.000Z",FALSE,102,0,1,1
"410",410,"3154069611","StanleyHiribae","Bonaya Stanley","Pharmacist💊💉|||Colon Cancer Stage III survivor/Warrior. Reversed Type II DM.|||Enthusiast about Life|||","2015-04-10T17:30:19.000Z",FALSE,295,0,1,1
"411",411,"1266671140656885760","kemmykenzal","Veeee","","2020-05-30T10:02:11.000Z",FALSE,9,0,1,1
"412",412,"2930666081","HusseinMusani","Musani🇵🇸","LFC fan.","2014-12-18T20:18:46.000Z",FALSE,256,0,1,1
"413",413,"985236102234738688","Dr_OluochWalter","Waltereria Bankrofti👨‍🔬","Student Pharmacist 💊

                                                                  I love music,Luo Benga and Rhumba especially!!!","2018-04-14T19:19:26.000Z",FALSE,3113,1,1,2
"414",414,"1491266163636342784","SolifOwuor","SOLIF OWUOR","Daktari","2022-02-09T04:22:47.000Z",FALSE,66,0,1,1
"415",415,"3869140636","dr_ocholaherald","Ochola Ochieng.","Pharmacist // Policy-Advocacy // Politics //                              B. E. L. I. E. V. E. 🤲🏿","2015-10-05T07:28:57.000Z",FALSE,655,0,1,1
"416",416,"794102891392929793","vivynanj","Vivian Nanjala","MBChB","2016-11-03T09:04:17.000Z",FALSE,47,0,1,1
"417",417,"4898981734","bmuhoro34","Brian Muhoro","Manchester United fan","2016-02-11T19:06:24.000Z",FALSE,38,0,1,1
"418",418,"1453902459215175699","asmahan_abdul","Mohamed Abdulmalik","","2021-10-29T01:52:27.000Z",FALSE,29,0,1,1
"419",419,"1743369441675554816","Dr_elon_X","Dr. Elon X","","2024-01-05T20:30:52.000Z",FALSE,10,0,1,1
"420",420,"546955429","simonkigondu","The Kenyan Gyne ( One Health Lens Podcast)","Obstetrician Gynecologist | Health Advocate | CEO Excella Healthcare | Board Member AmnestyKenya |Husband | Dad | KMA President | https://t.co/BW2ZIEdrTt","2012-04-06T17:02:30.000Z",FALSE,16291,0,1,1
"421",421,"2697543051","joseowis2","Dr. Oduor J. O","A young Doctor passionate about Universal Health Coverage.","2014-07-11T04:14:30.000Z",FALSE,10,0,1,1
"422",422,"280750178","kmpdu","KMPDU","Official twitter account for Kenya Medical Practitioners, Pharmacists and Dentists Union.
1. Improving Doctors' Welfare. 
2. Advocating Universal Health Care.","2011-04-11T23:31:20.000Z",FALSE,83407,1,0,1
"423",423,"1322204017","KenyaMedics_KMA","Kenya Medical Association","The official twitter handle for Kenya Medical Association.","2013-04-02T10:24:16.000Z",FALSE,49156,1,0,1
"424",424,"1108178088","Nakhumicha_S","CS Nakhumicha S. Wafula","Cabinet Secretary Health, Kenya","2013-01-21T05:59:18.000Z",FALSE,35237,1,0,1
"425",425,"4871317955","MOH_Kenya","Ministry of Health","Working towards building a healthy, productive and globally competitive nation.","2016-02-02T08:18:22.000Z",FALSE,472430,1,0,1
"426",426,"1397656082","SimoneKolysh","Simone Kolysh, MPH, PhD","Agender autistic lesbian (they/them). Leftist educator and life coach. Author of Everyday Violence (2021).","2013-05-02T17:00:18.000Z",FALSE,5599,0,2,2
"427",427,"256795938","LittleLeinaa","Leina","💕 Sjögren’s Spoonie since 2015. Sociocultural Anthropology. ‼️If you don’t support freedom for Palestinians, you don’t deserve to have your own. 🇵🇸","2011-02-24T02:49:33.000Z",FALSE,665,0,3,3
"428",428,"941406103644012544","Dienne_7","My Aunt Fanny 🇵🇸","She/her. Attempting nuance in 280 characters and other death-defying feats. Socialism/communism isn't when the government. Dems/Reps = two wings, one bird.","2017-12-14T20:34:40.000Z",FALSE,5852,1,0,1
"429",429,"1179094365572145152","Auroraarrabella","Aurora","Social Worker. Passionate advocate for the poor and the homeless. Anti-capitalist. Marxist. Politics kills. The beauty is in Love. Romantic Writer. 🌹🌷","2019-10-01T18:04:00.000Z",FALSE,1429,1,0,1
"430",430,"3236089954","kilkapital","Incubator, Baby 🏴☭ @kilkapital.bsky.social","Destroy capitalism before it destroys us.","2015-05-05T15:09:08.000Z",FALSE,3170,1,0,1
"431",431,"1117919358","sumsumthn","Fairy Carmother","👨🏾‍💻 | Model | Car Enthusiast 🏎 | Mariah & Beyoncé Stan | 🧠 from N(why)U | They/Them - gender non-conforming 🏳️‍🌈","2013-01-24T22:46:26.000Z",FALSE,1225,0,2,2
"432",432,"1644105883","aalayna23","Aalayna || she/her 🇵🇸","Conservation Social Scientist | PhD @Cornell | @NSF fellow | academic baddie | (anti/de)colonial rabble rouser | unapologetic scholar activist | critical EJ","2013-08-04T01:48:32.000Z",FALSE,4947,0,2,2
"433",433,"1546190238","saysvera","vera khovanskaya","speculation, data, organized labor, and highly professional oversharing online, assistant professor @UofTInfoFaculty. Нет войне.","2013-06-25T17:10:18.000Z",FALSE,1776,0,2,2
"434",434,"1484745668900052999","Chantaly_V","Chantaly Villalona","Aspiring water steward and storyteller
First-generation college and graduate student :)
https://t.co/XkKlSi14AE","2022-01-22T04:32:31.000Z",FALSE,41,0,1,1
"435",435,"752967707277029376","astronaia","bugatti spaceships 🚀👩🏾‍🚀🇵🇸","Gods Grace | 26 | Aerospace Engineer | PhD Student | NASA Space Fellow | #ForbesUnder30 | Future Astronaut ✨ she/her | opinions mine","2016-07-12T20:47:45.000Z",FALSE,34236,22,0,22
"436",436,"54436381","cellosia","beatrys","Trying to understand people and the world. Digital labor, tech and gender, social impacts of AI, and gaming. Ph.D. Candidate @CornellCALS. 

Tweets EN & PT/BR","2009-07-07T03:30:18.000Z",FALSE,599,0,2,2
"437",437,"3317842842","AngelsGalore11","Apstrategist_HRI-Trust✨","Entrepreneur; Best Selling Author, 👩🏻‍💻 Founder Apstrategists Support women in sports. BayFC reporter & supporter","2015-08-17T15:48:08.000Z",FALSE,595,0,1,1
"438",438,"11347122","GavinNewsom","Gavin Newsom","Husband to @JenSiebelNewsom and father. 40th Governor of California. Former Lt. Governor of California. Former San Francisco Mayor. Personal account.","2007-12-19T19:53:42.000Z",FALSE,2114463,1,0,1
"439",439,"1085202277311434757","MaggiePacheco2","@MaggiePacheco2","Science is a civic endeavor ✊🏽✊🏽
Cornell BME PhD | IMSD Scholar | NSF GRF
Andarawis-Puri lab 
⚽️💃🏽🏃🏽‍♀️
she/they","2019-01-15T15:49:19.000Z",FALSE,549,0,2,2
"440",440,"1629201782","antontica","Anton Moore","","2013-07-29T01:45:38.000Z",FALSE,162,0,2,2
"441",441,"2809691267","Drea_Drby","Drea Darby | Becoming my own loving parent","Nutrition-host-microbe interactions 🍉🪰 
Liberation for all people. 
@NASEMFordFellow #firstgen | #BlackAFinStem |#Filipinx 🏳️‍🌈 
#UNLVStrong","2014-10-06T08:04:17.000Z",FALSE,2878,0,2,2
"442",442,"26728829","TMHFORLIFE","Tallahassee Memorial HealthCare (TMH)","Tallahassee Memorial HealthCare is a private, not-for-profit healthcare system based in Florida’s capital city. 🏥","2009-03-26T11:32:45.000Z",FALSE,4385,0,1,1
"443",443,"112727128","GoToTCC","Tallahassee Community College","The College of Choice
#1 transfer school to FSU and FAMU","2010-02-09T14:17:38.000Z",FALSE,4819,1,0,1
"444",444,"1412624770466824192","EditingWiz1","Faiza Hussain, PhD 🇵🇸","Freelance writer/editor (Sci., Med. & Health). Grants to white papers & all in btwn. #FreePalestine #Gaza #RiceOwl #SciComm","2021-07-07T04:13:02.000Z",FALSE,853,0,1,1
"445",445,"2319375978","evolscientist","Rebekah Rogers","Bioinformatics, UNCC, Genetic Novelty.   

Editor at JEB and MBE.  

Also on The Good Place.

https://t.co/v1nxRU0wKJ…","2014-01-30T18:46:40.000Z",FALSE,5420,1,0,1
"446",446,"2744704227","NyxTao","Nyxtao","20+","2014-08-16T20:30:07.000Z",FALSE,215,0,1,1
"447",447,"1294416713769943042","ekernf01","Eric Kernfeld","Statistician and computational biologist; uw alum; jhu student in @cahanlab, @alexisjbattle lab. He/him. https://t.co/jaMuFiHR9y","2020-08-14T23:32:54.000Z",FALSE,504,0,2,2
"448",448,"296644509","JShendure","Jay Shendure","Genomics technology developer. Developmental biology adult learner.  Professor at @uwgenome @HHMINEWS @BrotmanBaty. He/him.","2011-05-11T04:46:54.000Z",FALSE,14018,1,0,1
"449",449,"2395444820","epigenetichulk","Epigenetic Hulk","EPIGENETIC HULK SMASH PUNY GENOME. MAKE GENOME GO. LOCATION: NOT CENTROMERE, THAT FOR SURE","2014-03-18T02:01:04.000Z",FALSE,11105,1,0,1
"450",450,"338899805","BJAMalloy","BJ Malloy 🌻🦋🌹🦉","z/TPF systems engineer. Love Animals. BA, JD degree, born in Queens, NY","2011-07-20T08:11:49.000Z",FALSE,816,0,1,1
"451",451,"713386485865660417","DrChrysVilfranc","Chrystelle Vilfranc, PhD 👩🏾‍🔬🎗","She/her | Cancer & Cell Biology PhD | Cancer Health Disparities | Community Outreach & Engagement | 🇲🇸🇭🇹 | A Queen from the County of Kings | #EndoWarrior","2016-03-25T15:26:07.000Z",FALSE,2110,0,1,1
"452",452,"546618182","The_S_N_A_T_C_H","StratDaddy","Greater than most. BSME #MIZZOU 🐯#KSU 🦉","2012-04-06T07:51:34.000Z",FALSE,468,0,1,1
"453",453,"312036661","amchan1","alex chan","","2011-06-06T13:46:14.000Z",FALSE,348,0,1,1
"454",454,"18626979","mariocavolo","Mario Cavolo","24 Yrs in China | Subscribe to my https://t.co/HAdQ4ThOPg | Non Res Senior Fellow, CCG | CCTV docu host | Author | https://t.co/ztZgUoZve5","2009-01-05T07:48:06.000Z",FALSE,17344,7,0,7
"455",455,"1287224096","yinzer_pk","Coleslaw","Recovering academic, History of Capitalism, US in the World | @Local2110UAW, @WAU6075, @UNITEHERE26 | Settler | Die-hard #Yinzer | opinions my own.","2013-03-21T23:23:40.000Z",FALSE,1687,0,1,1
"456",456,"1233394431077863426","cicigici","cicigici","just back from a walk","2020-02-28T14:13:46.000Z",FALSE,237,0,1,1
"457",457,"278961777","johnmcseveney","John McSeveney","Architect interested in Posthuman Architecture, Biohacking and Historic Buildings
He/Him","2011-04-08T09:31:36.000Z",FALSE,547,0,1,1
"458",458,"1428471742864011267","QuintonRhodes2","Quinton Rhodes","not a dr, but a longstanding patient","2021-08-19T21:39:50.000Z",FALSE,26,0,2,2
"459",459,"1318865628523073537","KhyjaMccalla","Khyja McCalla PA-R","Physician Associate MSc PA-R. Biomedical Science Graduate BSc Hons. All opinions my own.","2020-10-21T10:44:12.000Z",FALSE,93,1,0,1
"460",460,"1733297509080956928","medicalmodelbri","@medicalmodelwithabriochebun","🦀","2023-12-09T01:28:34.000Z",FALSE,613,1,0,1
"461",461,"1470957042974457857","placky_scouser","Some Might Say","Fuck 🇺🇸 with CPC-Trained Pigeons!","2021-12-15T03:21:18.000Z",FALSE,388,0,1,1
"462",462,"1347275232722079745","ivishakriver202","Riverwalker","","2021-01-07T20:14:10.000Z",FALSE,31,0,1,1
"463",463,"782783070","chazgao","Geza Gardner","wayout: sovereign & multipolar to development/socialism
love basil-cilantro-rosemary-thyme around corner
...family & friends in btw Heaven & Earth...","2012-08-26T16:50:39.000Z",FALSE,957,0,1,1
"464",464,"1612855102888632320","KCDN19","Kyle Choi","","2023-01-10T16:53:58.000Z",FALSE,293,0,1,1
"465",465,"1523606752482283520","tdxp29sr9g","tdxp29sr9g","network/system administrator
--- 
You can’t be anti-war and pro-NATO at the same time.
---
Opinions are my own.","2022-05-09T10:12:53.000Z",FALSE,341,0,1,1
"466",466,"1061859908046344192","TheSuburbanDude","HueyFromBoondocks","🔮♏️ #5 🇧🇧 As above, so below","2018-11-12T05:55:05.000Z",FALSE,326,0,1,1
"467",467,"1731860649008148482","Solutioneer_72","Rajesh Balasubramanian (RajVB72)","","2023-12-05T02:19:17.000Z",FALSE,7,0,1,1
"468",468,"1719011559328882688","Ceasefire_Track","Сeasefire Tracker","Tracking the calls for an immediate, permanent #СеasеfirеNОW in Gaza, the West Bank, and Israel. End the occupation. Free Palestine. Tweets ≠ endorsements.","2023-10-30T15:21:15.000Z",FALSE,61064,64,0,64
"469",469,"2647647809","dew32224","Douglas Walters","","2014-06-27T18:55:52.000Z",FALSE,125,0,1,1
"470",470,"19211550","gatewaypundit","The Gateway Pundit","Official Twitter account of The Gateway Pundit | Send tips to tips@thegatewaypundit.com","2009-01-20T00:45:40.000Z",TRUE,724512,1,0,1
"471",471,"15213388","DonnieQuest","monte@iglesia.org","","2008-06-23T23:39:18.000Z",FALSE,756,0,1,1
"472",472,"874934484","alexjzucker","Alex Zucker","https://t.co/GhWBK70CyN","2012-10-12T04:43:27.000Z",FALSE,3082,0,1,1
"473",473,"95365859","kbmclaren","kb","I mistake my ego for my reputation. retweets =\= endorsement. idiotically committed to systems/algorithms = systematically idiotic","2009-12-08T06:23:06.000Z",FALSE,537,0,1,1
"474",474,"1190675879946383362","BLCK_KIDD","tha hoes hate nue","i’m known as pencil dick aka pervysage aka robonigga aka big dick bee aka thickems aka why tf you so tall aka black nigga akai be that pretty mf man","2019-11-02T17:04:01.000Z",FALSE,54,0,1,1
"475",475,"1411551950","beijagore","Queen B 🌸 lover of Salt Water","VT Master Student 🤓👩🏽‍🔬 #MinorityInSTEM","2013-05-08T00:01:27.000Z",FALSE,171,0,1,1
"476",476,"18252770","astrojog","astrojog","Interest in science, planetary stuff, political things and technology","2008-12-19T21:34:05.000Z",FALSE,769,0,1,1
"477",477,"1239205219","StClair416","Sinclair416 🇨🇦","On Twitter since 2013 - 🇨🇦 🇮🇱 🏳️‍🌈 🇺🇦 🌎🐾","2013-03-03T15:41:42.000Z",FALSE,642,0,1,1
"478",478,"1076300705403752448","AstroAvion","Space Drip","Mechanical + Biomedical Systems Engineer | ERAU 21’| LxAC♦️| Aspiring Astronaut 👨🏾‍🚀 🚀","2018-12-22T02:17:39.000Z",FALSE,659,0,1,1
"479",479,"6458492","MikeMongo","Mike Mongo #IAmAI","TRU5T Ambassador Kid Astronauts https://t.co/RRqVQdo5nc Astronaut teacher @SaxaVord_Space. New AI book: MY CONVERSATION WITH SHERLOCK HOLMES https://t.co/7DGHK239jA","2007-05-31T01:25:48.000Z",FALSE,13293,0,1,1
"480",480,"739509170","stephrstephr","Robin Stephens, PhD","#Malaria #Immunologist #Neuroinflammation Human, Professor, Mentor, Advocate, Amplifier, views = own #WeAreAllMoreThanOneThing #WeAllCanImprove","2012-08-06T00:24:44.000Z",FALSE,2407,0,1,1
"481",481,"467815556",NA,NA,NA,NA,NA,NA,0,1,1
"482",482,"47604858","thehenman_12","the mask that worked 😷","black. excellent. triple jacket.","2009-06-16T11:48:42.000Z",FALSE,1836,0,1,1
"483",483,"1624674842","Im_tallish","Bobby","If women don't find you handsome, they should at least find you handy.","2013-07-27T05:33:27.000Z",FALSE,748,0,1,1
"484",484,"66351565","DanielOCL","Daniel ☢️⚡🚀 🇧🇷 🪁🇺🇳","Lucky moron. Nuclear is for electricity and space propulsion. Anti-NeoLiberal (he/him)","2009-08-17T13:18:49.000Z",FALSE,1141,0,1,1
"485",485,"239499378","That_Astro_Chic","☄Ashley🔭Lindalía☄","🔭Astrochemist🔬|The Realest In The Streets| @BlackInAstro Founder| @BlackInChem Co-Founder| NASA FINESST| Ice Queen ❄️| Planetary Science PhD student @HowardU","2011-01-17T19:29:31.000Z",FALSE,24538,0,1,1
"486",486,"1066108439787642880","rosalin2495","Rosalin2495","An introverted 22 y/o, she/her, progressive Dem. Lover of books, Tumblr, BNHA & the 1920's. Moriendum est ita nos rebellare. #NoEarnItAct #IStandwithPalesteine","2018-11-23T23:17:14.000Z",FALSE,362,0,1,1
"487",487,"626141839","Lin86Diana","Lin♥","Travel ✈️ |Beach 🌊|Yoga 🧘‍♀️|Tennis🎾|skiing🏂⛷️|Golf🏌️‍♂️| Love to read 📚|Hardworking person|Like to explore and experience new things|#windenergy|#travel","2012-07-04T03:58:45.000Z",FALSE,805,0,1,1
"488",488,"216776631","BernieSanders","Bernie Sanders","U.S. Senator for Vermont. Not me, us.","2010-11-17T17:53:52.000Z",TRUE,15204505,1,0,1
"489",489,"1715051663965204480","TAAlocal3220","Teaching Assistants' Association - UW Madison","We are the graduate student labor union of UW-Madison. If you're a graduate student at UW, you can join your union & more here: https://t.co/km1daikhdC","2023-10-19T17:16:18.000Z",FALSE,113,0,1,1
"490",490,"1485168743084748804","Snarky4012","Snarky","Just venting like everyone else while we still have this platform.","2022-01-23T08:33:33.000Z",FALSE,296,0,1,1
"491",491,"16933512","Paf000001","Pamela","We are #theresistance. Fully vax’d and mask in public. Aunt Olive & Sr. Vivian (SSJ) are still very much loved!💕","2008-10-23T19:26:04.000Z",FALSE,3235,0,1,1
"492",492,"1115467082","MaryKayMarrell1","Mary Kay Marrello","Educator, researcher, traveler and extremely proud mom. Vote Blue. NO DM’s!! #BlueCrew #FreshWords Republicans cannot win if elections are in fact FAIR","2013-01-23T22:49:20.000Z",FALSE,8301,1,0,1
"493",493,"1641474798441361408","sglwrites","Sydney Lobe","Senior Staff Writer @TheMartlet. Words also in @TheTyee.","2023-03-30T16:18:07.000Z",FALSE,15,0,1,1
"494",494,"126109438","TheMartlet","The Martlet","The University of Victoria's independent student newspaper, founded in 1948. Contact us at edit@martlet.ca.","2010-03-24T21:33:26.000Z",FALSE,4130,1,0,1
"495",495,"1164230250819137537","KatieVsBrexit","The Goose","The Goose is here to take names and chew aquatic plants..","2019-08-21T17:38:27.000Z",FALSE,2118,0,1,1
"496",496,"3038460374","jessicalbenham","Jessica Benham","State Representative. Ph.D. Vice Chair @acdelegation. This is my personal account. Legislative account: @RepBenham","2015-02-23T20:00:06.000Z",FALSE,7141,2,2,4
"497",497,"1486384310064230403","autisticatpitt","Autistic Students Union - Pitt","Amplifying our own autistic voices at the University of Pittsburgh. Created, organized, and operated by and for autistics. #actuallyautistic","2022-01-26T17:03:38.000Z",FALSE,17,1,1,2
"498",498,"2986859829","UConnHistory","UConn History Dept","Official Twitter account for @UConn History Department.","2015-01-20T05:53:11.000Z",FALSE,1928,16,3,19
"499",499,"824317598414340102","bradleyrsimpson","Brad Simpson (bradleyrsimpson.bsky.social)","Historian, US foreign policy, self-determination, human rights, Indonesia,  DIPG dad. #DefeatDIPG. Views on here do not reflect views of my employer.","2017-01-25T18:06:45.000Z",FALSE,21584,15,3,18
"500",500,"1164884991567945734","grace_easterly","Grace Easterly (graceeasterly.bsky.social)","PhD student @UConnHistory | prev. @StimsonCenter @NYUGallatin | US foreign relations, political economy, oceans | also president @GEUUAW | she/her","2019-08-23T13:00:38.000Z",FALSE,580,16,3,19
"501",501,"1143848268","GeziWoman","Nina Ryder 💙","Democratic Socialist #RenationaliseNHS @YourNHS2021 @EveryDoctorUK @We_OwnIt #YourNHSNeedsYou #ScrapNHSBill #PeaceAndJustice #KillTheBill #humanrights #FBNHS","2013-02-03T01:11:21.000Z",FALSE,5470,0,1,1
"502",502,"842618156","JudyBjorke","Judy B","Seeker of truth & justice. Retired social work, education union member,witness for non-violence Ojibwe treaty rights 1990s, internat'l observer N Ireland 99-00","2012-09-23T23:56:22.000Z",FALSE,585,0,2,2
"503",503,"1308094076126990337","robin4mpls","Robin4mpls","In this, with you. Robin Wonsley is Mpls 1st Black Independent Socialist City Council Member--proudly serving Ward 2. Get involved at https://t.co/0QL7o1IRQH","2020-09-21T17:22:01.000Z",FALSE,6993,7,1,8
"504",504,"1738317548322537472","macalesterunion","MUWU","Macalester’s Undergraduate Worker’s Union. Standing for ALL student workers to ask for what we deserve, together.","2023-12-22T21:56:43.000Z",FALSE,205,8,2,10
"505",505,"206578768","jagheadroom","the dogs on Lake Street howl, cuz they understand","local union doofus. 🇵🇷 become used to the fact that inconvenience is necessary for your survival.","2010-10-23T07:43:18.000Z",FALSE,1533,0,2,2
"506",506,"820104564200394753","HabeebMakhoul94","HabeebMakhoul","#palestinian#savesheikhjarrah#savegaza 🇵🇸🇵🇸🇵🇸","2017-01-14T03:05:39.000Z",FALSE,559,0,1,1
"507",507,"982658628887949312","mnmanofhour","mnmanofhour","","2018-04-07T16:37:28.000Z",FALSE,21950,0,2,2
"508",508,"173975900","TomBasgen","Your very own Tom Basgen, Mr. Saint Paul","Your Friend and Neighbor. Local Oaf. I work for Saura. I live next door to a very large possum. I foster teeny little kittens.","2010-08-02T20:31:46.000Z",FALSE,4402,0,2,2
"509",509,"1192295296732213249","aidan4progress","Aidan 🌹 🇵🇸","UMN, steering @ydsaumn, formerly @rahsprog. join @TwinCitiesDSA. not an expert on anything I tweet about. views only represent myself. (he/him)","2019-11-07T04:31:49.000Z",FALSE,1223,0,2,2
"510",510,"404525685","DemcastMN","DemCast Minnesota","Uniting progressive activists & organizations with Democratic politics online to defeat GOP extremists and build a just, democratic, equitable MN! #DemCast","2011-11-04T01:43:55.000Z",FALSE,5892,0,2,2
"511",511,"2835419279","CTAKnights","CTA Knights","Combs Traditional Academy - Rigor, Responsibility, Respect","2014-10-17T19:37:32.000Z",FALSE,196,0,1,1
"512",512,"1074107268","JOCombsUSD","J.O. Combs Unified School District","Official account for J.O Combs Unified School District. Located in San Tan Valley, AZ and proudly serving over 4,400 students in Pre K - 12th grade. #Forward","2013-01-09T15:39:56.000Z",FALSE,889,1,0,1
"513",513,"516995142","el_angelin0","El Angelino | FreePalestine 🇵🇸","we need a #PeoplesBudgetLA #ResignKDL #BLM","2012-03-06T23:24:04.000Z",FALSE,753,0,1,1
"514",514,"1392592490864185351","488_2_799","488_2_799","Full prof at a poorly run rural public U. Dad of 2 grown kids. Husband of scientist-mom. P/T bubba. On here for the positivity.","2021-05-12T21:28:39.000Z",FALSE,43,0,1,1
"515",515,"767452611352023040","Loxxosceles","The Spider","I am the one of whom it is said ""yo mama so ugly, when she stare into the abyss the abyss looked away"".","2016-08-21T20:05:36.000Z",FALSE,130,1,0,1
"516",516,"1482869703701839872","AnthroPro23","Pedro RO","Antropología, psicoanálisis, teología política, movilidad humana transnacional","2022-01-17T00:18:17.000Z",FALSE,67,0,1,1
"517",517,"1305513256711315459","ArchCentreUofT","The Archaeology Centre","The official Twitter account for the Archaeology Centre at the University of Toronto. Follow us for news and upcoming events.","2020-09-14T14:26:40.000Z",FALSE,629,3,0,3
"518",518,"1718807175013765120","SyrianColomJew","Richard","","2023-10-30T01:49:11.000Z",FALSE,35,0,1,1
"519",519,"1957814166","duanepaulmurph","Duane Paul 🍉🍋🫒","l Socialist ✊🏻 🚩🫱🏻‍🫲 l Queer 🏳️‍🌈 🌈 (he/him/his/himself/hisself) l Secular Nonreligious & Nonspiritual Nonbeliever⚛ | California born & raised 🌇 🌆 🌅","2013-10-13T02:36:05.000Z",FALSE,2131,0,1,1
"520",520,"115703637","CVFPartnerships","Steve Zorn","Author of Tracking the Franklin Expedition. Ex-union organizer, law prof, horse racing insider. Tweets on racing, Papua New Guinea, Ireland, evil capitalism.","2010-02-19T16:25:47.000Z",FALSE,1971,0,1,1
